crop_type,soil_ph,rainfall_mm,temperature_c,humidity_pct,nitrogen,phosphorus,potassium,yield_kg_per_hectare
rice,6.43,674.6,26.1,62.0,100.9,41.6,77.4,4132.24
wheat,7.38,517.9,17.0,57.2,64.5,33.9,33.4,2264.86
sugarcane,6.48,1673.2,29.0,72.4,135.9,34.1,43.1,65569.03
maize,6.91,940.2,25.9,48.1,139.5,58.6,16.2,4787.78
maize,6.59,693.0,30.8,56.3,142.3,35.5,81.4,5514.48
sugarcane,6.57,1418.1,29.8,61.0,204.0,59.5,33.7,89839.96
cotton,6.29,705.5,30.0,66.6,46.9,51.0,62.3,1645.54
maize,6.64,671.6,23.4,72.8,145.5,32.4,28.9,4156.17
rice,7.0,1034.9,24.0,44.6,102.4,26.7,15.0,2640.01
maize,7.67,931.9,23.5,57.9,133.4,49.7,47.0,4736.35
maize,6.06,680.8,17.0,72.7,100.5,62.5,33.0,3748.72
wheat,7.47,463.4,26.9,78.5,173.7,57.0,50.6,3400.0
rice,6.21,1157.4,28.5,63.2,98.6,38.8,15.0,3249.13
cotton,6.82,587.1,25.8,58.6,74.9,36.4,62.5,1805.82
maize,5.6,768.2,31.6,64.8,80.2,48.4,91.4,4040.42
sugarcane,7.47,1693.1,38.6,61.2,158.9,24.0,52.8,52149.56
cotton,7.04,803.8,25.1,57.3,102.0,41.4,33.4,1673.44
maize,5.74,963.7,32.2,80.4,83.3,39.5,57.9,3262.47
wheat,5.89,603.9,15.3,73.6,139.5,55.9,48.1,3362.22
sugarcane,6.95,1453.1,29.2,70.8,130.2,33.1,62.4,69407.23
rice,7.95,528.3,27.3,63.2,161.0,53.6,65.0,4151.94
maize,5.51,985.0,29.0,62.3,131.6,52.7,33.0,3799.6
wheat,6.1,538.4,19.4,69.7,168.2,40.7,79.4,4307.3
sugarcane,5.2,1814.2,27.7,60.5,147.1,15.9,31.2,36584.28
sugarcane,6.51,1080.2,39.6,61.4,115.6,65.8,42.8,55619.32
maize,6.55,896.6,24.4,82.2,144.3,68.8,40.8,5667.63
sugarcane,5.18,1102.2,33.1,89.7,70.1,38.0,63.0,33491.54
maize,5.7,758.8,29.7,73.9,107.9,14.4,38.8,3105.57
sugarcane,7.24,1642.4,33.9,91.0,149.4,42.2,55.0,69752.23
rice,6.72,1294.1,32.6,61.7,101.5,65.3,15.0,3620.42
cotton,6.14,393.1,29.7,88.4,89.3,52.9,23.6,1647.99
rice,6.11,1162.1,28.0,63.3,86.5,47.4,48.7,3140.67
maize,6.23,781.7,19.3,72.2,56.0,55.2,38.8,3263.6
wheat,6.22,768.0,14.9,89.5,106.1,50.4,71.7,3029.18
maize,7.24,515.9,29.8,84.5,162.7,47.2,48.2,4711.04
sugarcane,6.7,1426.3,31.6,72.3,100.6,48.1,23.5,55248.61
cotton,6.32,778.1,24.4,42.3,115.5,64.3,68.8,2430.96
sugarcane,7.31,1639.2,29.8,56.2,105.6,63.1,49.6,60229.1
sugarcane,6.54,1673.9,30.3,84.6,69.4,40.4,79.3,49157.44
wheat,4.95,628.0,21.4,69.3,102.3,30.5,85.3,1766.17
rice,6.02,1149.5,28.7,82.0,117.8,62.7,75.7,4992.62
maize,5.41,897.3,28.0,75.4,90.0,41.6,15.5,2993.87
cotton,7.03,751.4,31.7,72.6,212.7,26.5,20.8,1795.06
wheat,5.54,454.4,22.6,62.1,117.2,36.1,45.3,2320.13
cotton,6.23,618.4,25.0,63.6,123.0,36.2,58.6,2207.59
maize,7.17,720.7,27.2,91.3,35.7,52.4,97.7,4259.7
rice,7.76,1245.2,29.3,69.0,190.6,41.1,54.5,4028.34
rice,6.45,1498.2,28.1,62.8,110.4,21.0,24.5,3121.25
cotton,6.28,456.2,20.8,65.2,113.6,62.2,67.8,2152.24
maize,7.68,985.9,24.9,85.2,76.8,28.7,15.0,3127.19
sugarcane,6.7,1652.4,38.0,53.1,74.7,45.0,35.7,37875.61
cotton,6.27,623.4,27.2,82.0,93.7,43.4,114.6,2157.24
rice,6.54,1257.5,39.4,79.2,200.5,44.9,48.8,3790.13
cotton,6.42,810.4,24.5,92.2,62.9,63.9,65.8,2299.97
rice,5.73,1459.1,29.0,63.7,125.5,46.8,39.1,4180.76
maize,5.14,665.6,31.0,75.9,154.5,58.7,33.3,3722.65
sugarcane,6.17,1701.6,27.7,93.8,177.7,49.6,54.8,78029.81
wheat,7.41,676.3,20.5,68.9,124.3,64.8,32.7,3516.67
rice,6.02,1111.3,26.0,79.8,33.1,29.1,54.1,2503.67
wheat,6.46,430.4,16.8,61.0,76.9,31.1,82.3,3018.26
sugarcane,5.73,1576.0,28.2,60.5,84.8,24.7,54.2,39035.09
sugarcane,6.17,1663.8,33.1,47.1,119.4,14.7,43.9,48084.04
sugarcane,6.06,1361.2,34.7,57.5,148.4,35.6,36.7,54865.93
sugarcane,5.84,2166.9,38.0,67.6,119.0,33.6,63.6,45374.97
cotton,4.5,690.5,30.1,59.6,35.6,43.3,58.4,840.0
cotton,7.61,615.6,26.1,49.8,95.0,62.4,81.0,2385.73
sugarcane,6.05,1754.9,24.7,64.6,58.9,61.8,50.2,45249.9
sugarcane,7.45,1484.2,28.4,69.8,133.4,65.2,32.8,59752.3
sugarcane,6.67,1283.8,29.3,76.2,118.1,47.2,39.9,69749.03
sugarcane,6.63,1249.1,26.3,67.8,106.0,59.4,37.8,60606.98
maize,6.81,789.5,23.1,91.9,177.9,60.3,68.1,6515.23
sugarcane,6.41,1398.8,31.5,79.5,124.1,36.5,15.0,54783.94
cotton,5.25,488.8,26.2,51.0,121.1,39.7,70.7,1425.08
wheat,5.19,587.6,18.2,54.6,109.0,43.1,76.6,2564.09
sugarcane,7.21,2033.9,32.8,72.6,188.5,10.0,50.7,59144.19
maize,6.91,898.6,33.2,68.3,95.7,62.8,51.3,4231.47
rice,6.48,1194.6,30.3,61.9,116.2,37.5,81.3,4181.15
cotton,7.3,637.5,27.1,74.1,122.3,53.2,22.4,2009.31
sugarcane,6.96,1268.4,32.8,72.5,112.0,37.3,42.3,52358.37
cotton,6.96,519.9,29.7,69.8,133.1,55.8,27.9,2110.23
maize,7.94,829.9,19.9,89.8,84.0,35.5,75.4,3824.55
sugarcane,5.64,1780.4,33.9,85.6,138.0,82.1,66.2,67583.04
rice,4.5,1477.8,33.8,83.3,181.9,62.4,44.3,2896.94
cotton,7.84,707.9,37.0,54.2,65.2,26.5,53.7,1437.15
wheat,5.99,381.1,19.1,66.2,113.6,39.6,67.7,3066.25
cotton,6.72,409.6,32.9,39.8,44.6,28.5,36.9,1347.3
wheat,6.61,500.0,25.3,41.8,142.9,70.5,18.3,2952.28
cotton,6.51,975.0,15.8,77.8,86.3,39.0,36.2,1210.78
maize,6.23,953.0,13.1,73.5,111.2,14.7,61.2,3292.83
sugarcane,6.81,1240.1,33.0,79.0,88.7,45.6,58.5,60742.79
sugarcane,7.42,1233.0,27.6,62.4,119.5,44.0,66.0,56516.09
cotton,6.58,570.6,28.6,94.6,96.4,57.4,78.7,2087.34
cotton,6.23,526.4,26.7,30.0,141.7,26.3,42.6,1973.56
wheat,7.31,792.6,26.8,51.8,53.6,50.9,27.9,1771.88
sugarcane,7.04,1903.6,32.6,70.3,118.1,15.5,77.2,60875.93
rice,6.8,1622.4,24.6,84.2,192.9,38.2,29.2,3752.07
sugarcane,5.82,1968.7,28.1,68.2,126.4,54.9,64.7,57186.13
cotton,5.7,677.9,35.4,83.1,138.3,41.5,80.2,2084.3
wheat,6.42,583.3,16.3,54.0,134.1,37.0,37.9,2909.7
rice,7.07,1285.1,27.4,62.1,128.9,27.0,59.6,3870.45
sugarcane,6.91,1562.3,32.0,62.2,112.9,48.9,67.7,70131.19
cotton,6.19,1023.3,36.9,68.2,123.5,69.5,52.1,1855.36
maize,6.9,449.2,29.5,98.0,126.8,39.9,51.8,4703.12
cotton,6.22,631.5,29.1,62.9,93.9,52.1,25.1,1913.43
maize,5.84,937.5,30.4,83.0,107.6,79.1,54.6,4913.29
sugarcane,6.16,1176.1,31.5,62.1,81.1,25.9,40.7,49424.16
cotton,5.98,559.6,26.4,88.7,75.0,35.5,69.6,1801.96
sugarcane,6.53,1515.5,33.7,52.9,82.9,58.1,55.7,61594.3
wheat,7.04,535.9,18.2,71.4,126.6,57.7,78.6,4267.31
rice,7.46,1381.0,28.9,74.9,55.4,82.5,77.6,4392.22
maize,6.57,489.3,26.1,84.9,89.0,52.4,72.0,4631.3
wheat,5.54,469.6,25.2,54.9,141.3,47.2,51.6,3368.1
wheat,6.49,606.7,22.6,48.4,120.4,45.0,39.2,3131.84
maize,6.17,583.5,28.4,81.2,98.2,72.4,39.3,5110.26
sugarcane,6.04,1603.7,37.7,78.8,155.5,26.1,53.5,59616.48
maize,7.0,809.6,29.7,73.5,99.1,30.7,50.0,4090.76
cotton,6.68,943.3,22.4,72.6,82.2,55.8,57.4,1710.73
sugarcane,6.17,1203.2,44.0,75.6,129.9,55.7,83.1,64924.76
rice,6.52,1204.0,26.3,91.3,96.9,57.6,17.5,3696.74
rice,6.98,1510.4,27.1,65.1,167.3,55.7,60.0,4862.96
wheat,6.76,737.9,20.3,52.8,68.1,38.0,49.3,2526.78
cotton,6.63,480.8,30.1,55.1,94.2,50.3,39.5,1849.06
maize,6.23,809.3,28.1,50.0,144.2,82.0,53.2,5817.83
cotton,7.02,551.3,23.4,53.2,146.7,28.0,38.6,1921.58
rice,6.35,1294.0,33.4,96.5,119.5,48.7,45.2,3387.92
cotton,6.75,606.3,25.6,80.6,87.8,80.6,19.9,1577.9
wheat,6.62,657.2,17.8,37.7,134.7,51.3,47.8,3722.57
sugarcane,7.37,1790.9,29.3,71.9,114.8,10.0,27.1,44487.12
sugarcane,6.85,1349.3,38.5,90.4,189.8,32.5,55.7,66166.97
rice,6.67,1125.4,27.5,56.9,91.8,55.7,69.1,3913.41
rice,4.93,1417.5,32.4,45.8,116.2,53.1,53.5,2383.5
cotton,7.53,564.1,24.8,58.0,112.1,40.1,74.8,2241.01
maize,7.26,646.3,20.3,42.8,154.5,41.6,60.8,4854.83
maize,7.16,952.4,30.2,74.6,110.4,27.3,69.8,4734.74
cotton,6.75,614.6,17.8,76.9,150.4,17.5,54.8,1855.55
maize,7.13,692.1,24.4,61.3,72.7,69.3,39.2,4581.13
rice,5.4,1001.7,26.5,66.2,20.0,57.9,69.1,2668.49
rice,6.86,1102.7,23.8,58.9,108.5,10.0,30.7,2534.68
sugarcane,6.63,1699.2,28.3,77.8,31.7,42.2,42.7,40963.76
wheat,4.92,452.6,21.8,67.3,126.2,59.1,38.5,2032.17
cotton,6.07,665.7,34.5,58.7,54.9,26.1,74.9,1475.29
maize,6.93,879.9,28.0,64.5,140.0,33.5,58.7,5208.3
rice,6.19,1390.5,26.7,71.8,66.2,45.5,78.8,3553.2
sugarcane,5.68,1560.3,27.8,60.9,81.9,31.8,109.4,52563.29
rice,6.5,1318.7,32.5,64.3,151.8,14.8,87.1,3557.65
sugarcane,6.96,2196.3,35.3,86.8,48.8,13.2,55.8,32507.51
maize,5.15,763.4,24.2,68.1,143.1,35.1,17.5,3357.78
rice,5.53,1113.0,30.1,57.3,148.4,31.6,57.9,3492.93
cotton,6.75,914.1,30.6,76.8,134.5,28.4,43.5,1995.37
cotton,5.16,584.5,22.0,71.3,95.2,56.3,52.8,1228.95
sugarcane,6.74,1268.0,29.4,72.4,163.2,46.8,40.8,68276.72
cotton,6.25,756.0,26.9,65.3,124.3,34.3,84.9,2231.91
maize,7.73,885.4,21.5,80.4,145.5,56.7,51.1,4971.32
cotton,7.41,588.2,29.2,68.6,101.6,42.4,58.9,1871.23
sugarcane,6.43,1543.3,36.2,77.3,85.0,66.2,49.0,54454.91
maize,7.5,1196.0,22.4,65.1,88.2,43.3,60.5,3435.99
sugarcane,6.61,1035.2,29.6,68.2,113.6,13.9,70.1,54570.89
wheat,6.01,502.3,23.0,58.0,108.8,53.5,42.2,2652.46
maize,7.11,958.8,26.1,72.4,138.4,32.0,56.1,4866.45
cotton,6.6,620.4,31.9,49.6,134.1,52.6,59.0,2337.37
sugarcane,6.51,1858.4,37.2,70.9,75.8,76.3,71.4,57908.65
maize,6.3,953.4,28.1,81.4,130.3,54.6,59.3,5003.1
wheat,8.15,556.9,24.3,71.1,81.2,44.3,16.8,1931.29
sugarcane,6.65,1784.2,25.6,63.5,115.1,12.0,38.3,42199.82
rice,6.58,819.7,34.0,62.2,127.9,73.9,60.0,4961.18
sugarcane,7.1,1188.4,25.4,56.4,117.5,21.6,42.3,46275.71
rice,7.04,1441.7,24.0,73.2,124.4,56.1,39.5,3251.9
cotton,7.17,696.0,32.9,63.2,75.0,84.5,21.4,1634.98
sugarcane,6.61,1337.0,25.9,77.2,174.6,62.8,76.1,91719.48
cotton,6.14,634.3,37.0,63.7,122.6,54.7,35.0,1698.55
sugarcane,8.37,1145.8,31.2,78.9,150.3,34.8,17.5,37440.26
rice,7.13,1543.5,30.7,47.8,88.9,93.8,45.2,4801.49
cotton,7.04,890.2,25.5,55.3,137.4,11.1,68.1,1895.8
rice,7.5,1235.7,29.5,74.7,151.0,15.2,66.7,3703.89
maize,5.67,827.2,34.1,64.6,90.4,40.8,67.0,3610.49
sugarcane,6.92,1234.5,24.7,62.3,148.8,60.4,63.2,73786.3
maize,7.14,867.5,27.3,75.9,102.6,54.8,48.2,4756.97
sugarcane,6.41,1322.0,28.2,74.5,155.9,66.1,29.9,77641.06
maize,7.34,639.0,26.2,83.5,141.8,18.4,34.6,3965.85
sugarcane,7.24,1424.9,33.8,33.1,20.0,23.8,58.0,41300.72
wheat,7.82,583.8,21.1,54.8,95.1,77.8,65.0,3226.58
cotton,7.28,681.2,21.6,81.7,100.5,20.0,82.0,1994.06
wheat,7.64,492.1,17.2,58.2,95.9,25.9,60.9,2615.71
wheat,5.5,482.6,15.7,55.2,192.1,57.7,15.0,2727.66
cotton,6.09,561.5,18.9,69.9,91.7,31.8,36.7,1396.39
wheat,6.77,449.1,20.9,63.1,121.4,55.5,79.2,4083.4
wheat,7.03,391.8,17.8,67.3,140.4,79.7,45.3,3873.04
sugarcane,7.75,1072.6,33.7,77.4,150.3,46.1,72.8,64986.29
sugarcane,6.52,1434.4,29.5,86.8,84.3,31.7,97.4,63338.95
cotton,6.98,321.8,28.2,66.3,67.2,10.0,52.8,1393.75
maize,6.5,518.0,30.3,64.8,176.4,52.6,15.0,4234.48
rice,6.37,1746.3,23.6,48.4,107.1,85.6,51.0,3894.92
rice,6.61,1145.9,27.0,71.6,168.1,40.2,71.4,4656.16
maize,6.23,615.7,22.4,61.3,131.5,33.7,59.5,4603.08
rice,6.62,1728.3,30.8,56.2,74.0,27.2,64.8,3058.26
sugarcane,7.87,1561.8,28.6,75.9,113.2,14.1,72.3,45711.84
maize,6.94,742.5,25.0,58.9,100.1,44.1,27.5,3897.08
cotton,7.47,554.7,23.1,68.4,95.8,49.5,65.4,1878.26
cotton,7.06,659.4,28.1,65.6,147.8,45.1,60.0,2368.4
wheat,6.87,573.5,24.5,61.0,156.4,54.5,54.5,4399.4
cotton,8.23,628.1,26.0,82.9,42.6,18.3,68.3,1048.57
cotton,6.04,751.7,28.5,72.5,116.1,36.3,58.9,2114.47
rice,6.97,1398.5,24.8,70.1,139.5,29.1,42.6,3848.1
rice,7.22,1013.4,28.4,71.9,100.4,55.5,60.6,4717.73
rice,6.03,1276.4,27.7,87.3,87.7,59.0,82.9,4173.93
cotton,6.25,472.5,27.8,45.9,123.6,57.3,38.5,2142.42
rice,6.1,1485.5,34.3,59.4,108.4,53.8,48.4,3771.6
rice,5.61,1287.3,32.4,57.1,41.1,39.2,85.2,2987.9
cotton,7.03,888.6,21.0,53.0,39.7,32.8,76.3,1381.29
sugarcane,7.13,1379.3,18.0,72.2,109.9,47.5,56.1,47660.8
rice,6.89,1479.2,22.3,56.5,94.9,30.4,24.1,2843.31
wheat,6.51,714.8,16.0,44.7,176.1,24.4,25.0,3175.56
wheat,7.03,362.9,15.7,72.8,131.8,56.5,39.3,3046.58
cotton,6.98,804.7,27.3,57.0,63.8,49.5,98.3,1883.27
sugarcane,6.98,1575.8,34.7,61.3,94.9,84.3,50.1,68049.62
maize,4.5,757.8,31.2,53.3,130.5,52.8,40.0,2922.64
wheat,5.51,637.0,18.6,78.8,74.5,28.3,60.0,2028.3
sugarcane,7.1,2200.0,32.8,68.3,71.6,11.0,78.4,41432.39
rice,8.01,989.1,30.7,80.5,103.4,19.0,49.7,2719.66
maize,5.05,720.7,29.3,53.1,83.7,59.3,25.5,2858.31
rice,7.7,1437.1,29.3,41.0,101.3,74.6,81.4,4671.98
cotton,7.32,591.7,21.2,37.1,174.5,47.0,42.8,2097.51
rice,6.96,1033.2,26.6,83.6,131.5,11.0,47.5,3366.82
cotton,7.98,732.8,27.2,82.5,160.9,36.4,40.6,1838.35
sugarcane,7.38,1515.4,24.6,56.5,88.8,64.7,79.5,66022.74
cotton,7.61,775.9,29.3,70.6,129.3,43.0,46.8,2054.28
sugarcane,7.17,832.9,26.7,66.7,89.1,48.8,84.4,55741.61
wheat,6.49,520.8,20.2,66.3,102.5,65.6,58.0,3957.7
rice,6.23,735.3,27.0,58.9,96.8,14.4,73.6,3173.82
cotton,6.29,516.8,26.8,96.1,93.1,28.6,63.4,1754.84
cotton,5.71,925.5,30.8,62.1,125.3,78.0,39.2,1965.89
cotton,5.61,723.6,27.3,73.6,129.2,40.9,64.8,1950.08
sugarcane,6.39,1586.2,31.6,77.7,94.8,67.9,54.9,72030.52
rice,7.17,1307.7,29.4,72.3,113.2,67.4,57.5,4219.69
sugarcane,7.36,1126.2,32.9,79.7,115.7,50.9,42.4,61425.63
rice,6.56,1492.2,30.6,70.5,121.5,50.6,15.7,3844.62
cotton,6.72,495.6,32.3,55.0,128.4,59.6,56.9,2591.32
sugarcane,7.89,1185.7,30.2,66.4,73.5,10.0,72.4,37231.02
wheat,6.91,589.0,15.2,74.2,102.9,12.2,46.3,2666.48
rice,6.06,1230.3,26.8,78.4,99.9,47.7,58.2,3828.49
cotton,6.48,666.7,32.8,62.1,151.5,28.7,60.4,1997.19
maize,6.19,810.0,25.0,73.4,125.5,42.4,17.7,4395.96
rice,5.83,1433.0,32.5,68.3,79.7,73.6,40.0,2860.8
wheat,5.62,715.4,21.7,76.4,54.4,68.3,68.0,2561.96
maize,6.58,574.5,32.3,47.0,118.0,33.9,56.2,3854.7
rice,7.4,1773.3,25.6,73.9,72.0,54.0,39.4,3274.51
wheat,6.01,444.7,16.7,72.5,110.0,45.9,48.5,3054.26
sugarcane,7.15,1634.6,34.4,68.1,146.2,62.3,78.0,78640.7
sugarcane,7.63,1205.7,26.8,76.3,69.0,59.6,33.2,52356.55
maize,6.42,674.1,31.1,59.7,170.0,65.5,45.5,5985.89
sugarcane,7.05,1925.3,32.3,77.0,98.8,20.5,41.3,46806.67
cotton,6.67,982.4,23.2,60.6,112.0,54.7,15.3,1805.43
cotton,6.53,614.2,28.5,88.0,78.3,47.0,62.8,1883.09
rice,4.95,1254.6,33.3,75.4,125.6,14.0,40.6,1963.93
maize,6.98,769.4,23.0,63.7,79.6,45.2,58.2,4793.59
rice,6.72,1095.5,23.3,76.8,100.7,55.0,92.3,3691.4
cotton,6.51,567.2,18.5,85.5,125.1,20.8,69.4,1898.85
wheat,6.29,675.8,15.7,72.8,96.6,31.3,106.7,3096.72
cotton,7.39,905.8,24.7,33.1,150.1,39.8,32.3,1946.12
rice,7.07,1814.1,27.2,98.0,109.6,40.0,36.8,3264.39
rice,6.18,1419.6,31.4,44.6,125.3,43.7,57.5,3864.28
rice,6.5,1248.6,26.3,52.1,135.1,40.3,61.5,3792.87
cotton,6.4,827.4,30.3,93.1,94.5,60.2,19.3,2136.92
maize,6.77,581.2,21.6,75.9,129.7,42.5,70.6,4702.63
rice,7.09,1229.1,28.0,91.6,172.2,56.5,74.4,5741.81
sugarcane,7.74,1210.4,24.7,74.4,77.7,54.7,78.0,54746.29
maize,5.86,879.7,31.1,98.0,119.2,26.1,48.4,3616.19
rice,7.21,1331.8,25.1,87.3,181.3,47.6,65.2,4946.56
rice,6.7,1153.1,29.7,62.3,78.5,43.6,53.1,4086.61
wheat,7.19,627.8,20.6,76.0,118.6,42.4,62.8,3812.69
cotton,6.21,630.1,27.7,77.6,106.5,10.0,42.9,1589.53
wheat,7.38,618.0,22.6,70.1,128.3,30.6,48.8,2993.9
sugarcane,6.68,862.1,24.1,71.4,101.9,58.1,53.6,56781.35
cotton,6.62,638.6,24.3,77.9,121.2,10.0,34.3,1302.35
sugarcane,6.69,1697.8,39.2,58.3,106.5,40.1,15.9,44004.58
cotton,6.49,683.9,29.1,66.9,80.4,14.3,50.9,1531.06
rice,7.48,1594.1,35.5,43.2,167.0,48.3,87.0,4519.93
cotton,7.6,487.2,26.5,84.0,150.5,41.9,40.3,2095.22
maize,5.93,431.7,29.2,50.9,152.8,34.6,34.5,4079.77
wheat,7.23,504.2,13.6,86.5,151.7,39.6,62.0,3391.42
sugarcane,6.69,1245.3,22.2,67.7,59.8,52.6,58.5,47429.05
rice,6.94,1441.8,29.5,72.6,113.0,57.3,61.3,4568.4
sugarcane,6.24,1178.3,33.1,51.5,41.2,65.8,32.3,44563.97
rice,7.22,908.5,25.2,72.7,128.1,22.6,47.3,3158.94
cotton,7.18,778.6,28.5,41.1,150.4,52.9,54.5,2450.98
wheat,6.24,650.2,22.9,66.3,89.9,14.6,54.7,2233.35
cotton,5.48,425.9,29.3,69.9,95.1,15.2,64.4,1438.49
sugarcane,5.79,1582.2,43.6,83.5,106.3,63.9,36.4,44865.3
sugarcane,5.37,1728.1,26.5,77.9,114.6,44.1,29.0,37601.11
wheat,6.71,657.4,24.3,61.8,95.0,43.3,58.7,3305.16
maize,7.77,681.6,27.2,77.8,86.1,36.7,57.6,3534.91
maize,5.85,603.3,30.8,73.6,82.2,60.7,40.2,3299.55
maize,5.4,873.9,32.7,73.5,71.9,42.8,32.6,2807.28
cotton,7.2,866.1,23.6,53.3,159.3,42.8,37.1,2192.33
rice,6.72,1204.3,32.1,85.2,122.0,28.7,65.2,3989.56
sugarcane,7.24,1842.9,32.7,60.1,140.7,25.1,50.6,59473.17
cotton,5.33,769.2,29.3,64.4,52.8,17.0,47.0,956.71
cotton,6.58,879.5,27.3,54.2,121.1,65.2,38.5,2336.05
cotton,7.07,463.7,26.4,72.2,128.7,71.9,47.2,2613.91
maize,5.67,649.6,23.7,90.5,135.8,33.5,71.2,4400.65
wheat,6.74,531.1,22.8,73.6,56.2,27.7,51.5,2367.64
rice,6.49,796.7,28.9,69.4,150.9,73.6,41.3,5080.6
rice,5.82,1545.7,24.9,70.1,145.7,42.7,78.4,4100.28
sugarcane,6.46,2097.5,34.8,58.6,88.6,49.7,70.4,64615.97
maize,6.73,991.2,21.9,80.3,111.7,57.5,46.3,5031.84
wheat,7.79,649.0,16.7,38.6,146.3,34.7,71.9,3240.43
rice,7.08,1177.6,31.9,97.0,86.4,75.2,43.3,4300.99
rice,6.9,967.8,28.8,63.3,48.9,32.6,51.3,2911.7
wheat,5.54,461.3,20.8,74.5,137.9,21.5,48.8,2725.65
cotton,7.83,599.2,29.9,51.3,77.5,65.4,62.3,2018.88
cotton,6.43,660.8,32.4,69.5,69.8,59.5,67.9,2002.55
rice,6.5,1325.6,33.8,62.3,181.2,80.9,52.4,5004.25
sugarcane,7.09,1352.7,26.4,85.9,152.6,47.8,29.7,56475.94
maize,5.74,501.8,24.3,52.2,129.5,55.2,52.1,4781.05
sugarcane,7.59,1459.4,27.5,87.8,67.8,30.7,64.8,46411.44
wheat,7.34,511.2,20.1,80.8,166.5,58.1,53.3,4593.26
wheat,7.21,365.2,20.8,83.0,137.7,53.8,86.7,4024.88
wheat,7.37,573.6,19.5,69.6,100.4,65.1,66.4,3606.73
cotton,6.38,571.0,22.4,73.3,114.1,47.6,90.6,2252.26
maize,7.26,643.2,27.6,54.4,118.6,55.2,54.2,5094.69
rice,6.82,1393.4,33.9,84.7,91.0,43.2,68.4,4039.41
sugarcane,6.55,1502.3,36.5,66.7,81.9,61.0,64.3,57963.96
sugarcane,7.37,1344.3,36.0,60.5,74.1,36.8,53.1,46162.61
cotton,6.09,588.6,25.0,82.9,115.6,24.9,50.0,1692.6
rice,6.54,1652.6,25.7,42.7,131.6,51.2,34.8,3439.63
cotton,7.33,785.5,28.1,86.5,107.6,40.0,95.0,2262.21
rice,6.25,1528.2,26.4,70.0,128.8,47.3,70.4,4255.09
sugarcane,7.37,1145.8,25.2,43.0,44.8,64.4,67.6,48663.74
sugarcane,6.56,1633.0,31.3,66.1,151.2,21.4,65.7,57931.62
cotton,6.56,670.0,28.2,74.6,122.0,44.6,94.1,2615.28
rice,7.56,823.0,28.6,65.5,193.6,71.0,26.0,4182.9
wheat,6.75,493.0,16.7,52.7,206.9,40.5,16.5,3508.88
sugarcane,6.77,1807.1,28.6,62.6,20.0,43.3,66.6,45373.67
maize,7.21,969.7,31.4,80.7,74.6,23.7,18.8,2681.27
maize,7.68,685.9,28.7,69.8,96.6,60.1,39.0,4150.23
maize,5.5,811.1,33.8,54.1,83.4,32.2,57.6,2802.55
rice,5.69,1115.3,32.7,82.1,119.1,36.8,71.5,3861.75
cotton,7.4,644.4,33.4,80.3,65.7,84.5,40.7,1841.33
sugarcane,6.29,1336.3,31.4,45.4,59.4,51.5,39.1,54311.62
cotton,6.05,950.1,30.6,75.3,76.0,22.1,53.8,1352.38
rice,6.95,1425.9,30.2,80.8,93.1,57.5,59.7,3946.23
wheat,6.83,640.0,22.4,63.4,121.4,53.6,34.9,3307.14
cotton,6.13,801.1,33.0,74.0,103.6,78.5,58.6,2156.23
maize,7.6,962.1,25.9,70.0,148.9,18.0,48.5,4435.91
wheat,5.88,540.7,19.7,75.8,150.7,75.3,40.1,3249.78
wheat,5.12,548.8,18.5,65.5,120.9,56.6,88.7,2694.52
maize,6.38,718.0,30.3,64.4,131.0,51.2,35.7,4755.11
maize,7.05,678.7,23.9,77.0,135.0,37.9,23.3,4188.68
maize,7.13,837.3,23.6,93.8,156.1,34.5,92.6,5731.03
rice,5.97,1241.5,27.7,60.8,92.3,62.9,62.4,3588.21
sugarcane,6.93,1203.5,31.9,71.2,88.1,40.3,36.1,57421.71
cotton,5.92,594.3,19.1,96.4,140.2,30.1,49.4,1601.06
wheat,5.85,595.8,19.4,83.6,107.7,60.2,41.1,3030.52
cotton,5.27,877.5,30.1,67.0,88.1,73.6,72.9,1771.48
rice,6.87,1208.4,32.9,49.6,105.6,41.3,58.2,4230.62
wheat,7.62,565.5,17.9,76.7,96.9,55.6,41.7,2732.08
sugarcane,7.6,929.3,28.3,66.7,124.4,73.4,17.8,52746.01
wheat,7.44,459.8,24.2,69.7,55.0,49.7,58.8,2770.94
rice,6.98,963.7,34.0,65.1,112.4,39.7,32.9,3480.88
rice,7.26,1263.7,29.3,92.9,53.7,15.8,27.1,2412.72
maize,7.89,898.6,25.5,78.2,95.9,59.9,15.0,3272.08
maize,6.5,505.0,26.8,73.4,85.4,79.9,52.6,4882.16
wheat,6.24,567.3,23.5,47.8,179.9,66.2,20.8,3751.04
maize,5.77,816.3,26.7,65.9,138.3,67.2,24.5,4484.04
wheat,6.48,434.2,15.5,82.1,102.8,65.7,66.9,3691.07
rice,6.56,1047.7,31.0,76.6,84.9,67.2,99.9,4261.43
maize,6.76,437.5,27.7,47.8,62.2,51.6,65.7,4511.95
wheat,6.2,509.7,18.7,56.8,130.0,70.0,64.4,4147.47
rice,6.12,1412.1,24.8,65.7,141.0,64.8,70.3,4822.65
maize,6.13,588.3,32.0,69.4,120.1,66.0,66.7,5159.97
cotton,6.92,853.5,20.3,62.3,151.3,16.8,47.4,1755.52
cotton,6.67,616.8,23.6,67.5,129.9,39.2,15.0,1871.47
